Repeats,Turns,Go,Old Kent Road,Community Chest,Whitechapel Road,Income Tax,Kings Cross Station,"The Angel, Islington",Chance,Euston Road,Pentonville Road,Jail,Pall Mall,Electric Company,Whitehall,Northumberland Avenue,Marylebone Station,Bow Street,Community Chest,Marlborough Street,Vine Street,Free Parking,Strand,Chance,Fleet Street,Trafalgar Square,Fenchurch Street Station,Leicester Square,Coventry Street,Water Works,Piccadilly,Go to Jail,Regent Street,Oxford Street,Community Chest,Bond Street,Liverpool Street Station,Chance,Park Lane,Super Tax,Mayfair
3000,20,0.027066666666666666,0.01875,0.019383333333333332,0.020466666666666668,0.021816666666666668,0.02705,0.02165,0.020266666666666665,0.021433333333333332,0.02105,0.0538,0.025133333333333334,0.025033333333333335,0.023866666666666668,0.024616666666666665,0.029983333333333334,0.027633333333333333,0.02735,0.026533333333333332,0.02885,0.027783333333333333,0.0268,0.025616666666666666,0.02665,0.030433333333333333,0.028366666666666665,0.024966666666666668,0.023683333333333334,0.025216666666666665,0.024733333333333333,0.024816666666666667,0.024316666666666667,0.0235,0.024016666666666665,0.02235,0.020966666666666668,0.019833333333333335,0.019766666666666665,0.019766666666666665,0.024683333333333335
3000,20,0.027483333333333332,0.020616666666666665,0.019883333333333333,0.019983333333333332,0.021466666666666665,0.02735,0.020533333333333334,0.02155,0.020483333333333333,0.0212,0.0546,0.026716666666666666,0.024866666666666665,0.02315,0.02345,0.028983333333333333,0.02695,0.028,0.0267,0.029,0.027583333333333335,0.027,0.025566666666666668,0.025933333333333333,0.029783333333333332,0.027783333333333333,0.02578333333333333,0.02525,0.025233333333333333,0.024883333333333334,0.024316666666666667,0.02495,0.024316666666666667,0.02405,0.02033333333333333,0.0221,0.020083333333333335,0.0199,0.019883333333333333,0.0223
3000,20,0.027766666666666665,0.019,0.01925,0.019666666666666666,0.021466666666666665,0.02835,0.02085,0.021366666666666666,0.019883333333333333,0.02045,0.055733333333333336,0.026233333333333334,0.024283333333333334,0.022216666666666666,0.0247,0.029583333333333333,0.027083333333333334,0.027333333333333334,0.02795,0.028416666666666666,0.027583333333333335,0.0261,0.025383333333333334,0.02625,0.03038333333333333,0.028133333333333333,0.025066666666666668,0.024283333333333334,0.027066666666666666,0.02405,0.025766666666666667,0.025083333333333332,0.02325,0.02445,0.022366666666666667,0.02095,0.019866666666666668,0.019666666666666666,0.01863333333333333,0.024083333333333335
3000,20,0.028683333333333335,0.01925,0.020566666666666667,0.019066666666666666,0.021716666666666665,0.02745,0.0213,0.02155,0.021583333333333333,0.01995,0.05318333333333333,0.0246,0.024733333333333333,0.023083333333333334,0.023233333333333335,0.03,0.027316666666666666,0.026566666666666666,0.0272,0.029566666666666668,0.026166666666666668,0.02735,0.0263,0.0251,0.029866666666666666,0.028416666666666666,0.025,0.024216666666666668,0.027266666666666668,0.025633333333333334,0.023883333333333333,0.025083333333333332,0.023183333333333334,0.025133333333333334,0.0218,0.0211,0.020516666666666666,0.020033333333333334,0.019083333333333334,0.024266666666666666
3000,20,0.02725,0.02055,0.018833333333333334,0.019183333333333333,0.021583333333333333,0.02775,0.021133333333333334,0.02065,0.020966666666666668,0.02065,0.05421666666666667,0.0263,0.024616666666666665,0.023766666666666665,0.024183333333333334,0.028983333333333333,0.026933333333333333,0.027533333333333333,0.027883333333333333,0.028783333333333334,0.02723333333333333,0.025666666666666667,0.027133333333333332,0.026166666666666668,0.028916666666666667,0.0282,0.025633333333333334,0.024983333333333333,0.026916666666666665,0.02365,0.024433333333333335,0.02375,0.024233333333333332,0.024683333333333335,0.0223,0.02045,0.02005,0.020866666666666665,0.019266666666666668,0.023716666666666667
3000,20,0.026683333333333333,0.018483333333333334,0.01945,0.02035,0.0207,0.027666666666666666,0.0212,0.020983333333333333,0.0213,0.02065,0.05396666666666667,0.024683333333333335,0.025283333333333335,0.023433333333333334,0.024666666666666667,0.029316666666666668,0.0275,0.027533333333333333,0.027766666666666665,0.02925,0.0272,0.0269,0.02565,0.0257,0.03135,0.028616666666666665,0.024833333333333332,0.02495,0.025733333333333334,0.024816666666666667,0.02575,0.023883333333333333,0.023566666666666666,0.024683333333333335,0.02155,0.020316666666666667,0.020116666666666668,0.01875,0.020733333333333333,0.024033333333333334
3000,20,0.02685,0.019183333333333333,0.019883333333333333,0.019283333333333333,0.021,0.02655,0.021,0.02036666666666667,0.0203,0.02105,0.05683333333333333,0.024866666666666665,0.024416666666666666,0.022266666666666667,0.025716666666666665,0.030866666666666667,0.027683333333333334,0.027466666666666667,0.02715,0.027966666666666667,0.0269,0.027266666666666668,0.02685,0.026933333333333333,0.029733333333333334,0.02935,0.0252,0.024333333333333332,0.02495,0.024583333333333332,0.026816666666666666,0.023083333333333334,0.024383333333333333,0.02375,0.022266666666666667,0.020933333333333335,0.0198,0.01925,0.019583333333333335,0.023333333333333334
3000,20,0.027733333333333332,0.019233333333333335,0.020133333333333333,0.02045,0.021916666666666668,0.028033333333333334,0.020983333333333333,0.021416666666666667,0.02095,0.020483333333333333,0.0538,0.025433333333333332,0.024166666666666666,0.023116666666666667,0.02425,0.028933333333333332,0.027383333333333332,0.028483333333333333,0.027483333333333332,0.02945,0.026366666666666667,0.026316666666666665,0.02685,0.025216666666666665,0.029633333333333334,0.028866666666666665,0.02575,0.024216666666666668,0.02645,0.0247,0.0246,0.023916666666666666,0.024066666666666667,0.023916666666666666,0.021766666666666667,0.02125,0.019866666666666668,0.019633333333333332,0.019316666666666666,0.023466666666666667
3000,20,0.02745,0.01965,0.019716666666666667,0.019533333333333333,0.0226,0.027133333333333332,0.02075,0.0204,0.020983333333333333,0.020916666666666667,0.0541,0.025916666666666668,0.024316666666666667,0.022516666666666667,0.024,0.03005,0.028633333333333334,0.0286,0.02666666666666667,0.028466666666666668,0.027666666666666666,0.026633333333333332,0.027033333333333333,0.024866666666666665,0.028816666666666668,0.02945,0.025083333333333332,0.024766666666666666,0.025216666666666665,0.0253,0.025016666666666666,0.02435,0.0231,0.0248,0.02235,0.0206,0.02033333333333333,0.019183333333333333,0.019266666666666668,0.023766666666666665
3000,20,0.028566666666666667,0.01895,0.019716666666666667,0.020533333333333334,0.021916666666666668,0.026483333333333334,0.02185,0.021733333333333334,0.021516666666666667,0.020666666666666667,0.05243333333333333,0.025966666666666666,0.024566666666666667,0.023466666666666667,0.024766666666666666,0.0292,0.0278,0.026383333333333335,0.0276,0.029433333333333332,0.026366666666666667,0.027266666666666668,0.026416666666666668,0.025866666666666666,0.0286,0.029666666666666668,0.025716666666666665,0.0244,0.025683333333333332,0.024233333333333332,0.02395,0.024916666666666667,0.02375,0.024733333333333333,0.021916666666666668,0.02,0.019133333333333332,0.0205,0.019433333333333334,0.0239
3000,20,0.02865,0.019733333333333332,0.019216666666666667,0.019966666666666667,0.021633333333333334,0.02605,0.02125,0.021933333333333332,0.02085,0.02105,0.05416666666666667,0.02565,0.0251,0.023383333333333332,0.023933333333333334,0.029083333333333333,0.027016666666666668,0.027033333333333333,0.02795,0.028816666666666668,0.027616666666666668,0.026,0.0265,0.026033333333333332,0.029983333333333334,0.03035,0.024516666666666666,0.024533333333333334,0.025383333333333334,0.02535,0.024783333333333334,0.024233333333333332,0.023266666666666668,0.024616666666666665,0.021916666666666668,0.021166666666666667,0.020083333333333335,0.0188,0.0188,0.0236
3000,20,0.027433333333333334,0.0195,0.019183333333333333,0.019616666666666668,0.020733333333333333,0.027983333333333332,0.022333333333333334,0.020083333333333335,0.021316666666666668,0.021133333333333334,0.054016666666666664,0.0251,0.02485,0.023016666666666668,0.025133333333333334,0.029466666666666665,0.026483333333333334,0.027666666666666666,0.02695,0.029466666666666665,0.027366666666666668,0.026933333333333333,0.026266666666666667,0.02581666666666667,0.029566666666666668,0.02925,0.024416666666666666,0.024683333333333335,0.027183333333333334,0.02495,0.025,0.02435,0.023216666666666667,0.02385,0.021966666666666666,0.0208,0.019933333333333334,0.019383333333333332,0.02065,0.02295
3000,20,0.02775,0.01975,0.019683333333333334,0.0195,0.021583333333333333,0.026583333333333334,0.02178333333333333,0.0206,0.020083333333333335,0.020783333333333334,0.055,0.025416666666666667,0.02578333333333333,0.02255,0.02395,0.029766666666666667,0.02808333333333333,0.027316666666666666,0.026533333333333332,0.028666666666666667,0.027383333333333332,0.0267,0.027133333333333332,0.02585,0.030133333333333335,0.029333333333333333,0.024683333333333335,0.024716666666666668,0.02595,0.025166666666666667,0.02515,0.025,0.02365,0.023983333333333332,0.0214,0.020666666666666667,0.020466666666666668,0.020383333333333333,0.018266666666666667,0.022816666666666666
3000,20,0.028166666666666666,0.019383333333333332,0.01825,0.019616666666666668,0.021266666666666666,0.028433333333333335,0.0209,0.021266666666666666,0.020966666666666668,0.019533333333333333,0.05416666666666667,0.025633333333333334,0.024566666666666667,0.023533333333333333,0.025466666666666665,0.028733333333333333,0.027166666666666665,0.027633333333333333,0.0271,0.028916666666666667,0.027,0.02595,0.0274,0.024833333333333332,0.0313,0.027716666666666667,0.02495,0.025466666666666665,0.026933333333333333,0.024816666666666667,0.024383333333333333,0.024366666666666665,0.023916666666666666,0.024016666666666665,0.0223,0.019966666666666667,0.02095,0.019566666666666666,0.019266666666666668,0.0242
3000,20,0.028466666666666668,0.018116666666666666,0.020533333333333334,0.019983333333333332,0.021516666666666667,0.027316666666666666,0.0215,0.02095,0.021516666666666667,0.021433333333333332,0.05341666666666667,0.02581666666666667,0.0244,0.02365,0.025233333333333333,0.02795,0.02655,0.027933333333333334,0.027416666666666666,0.028316666666666667,0.0272,0.026766666666666668,0.02645,0.027066666666666666,0.029866666666666666,0.0285,0.024233333333333332,0.025083333333333332,0.026333333333333334,0.025183333333333332,0.0243,0.0243,0.023166666666666665,0.024783333333333334,0.02285,0.020233333333333332,0.020933333333333335,0.01905,0.018733333333333334,0.02295
3000,20,0.027483333333333332,0.020316666666666667,0.0199,0.01935,0.021416666666666667,0.026866666666666667,0.020883333333333334,0.02121666666666667,0.02036666666666667,0.019866666666666668,0.05441666666666667,0.02555,0.025766666666666667,0.023283333333333333,0.0258,0.028933333333333332,0.02525,0.026883333333333332,0.027733333333333332,0.03045,0.027066666666666666,0.025983333333333334,0.027316666666666666,0.02675,0.029616666666666666,0.029183333333333332,0.0248,0.0244,0.0261,0.0247,0.024516666666666666,0.023866666666666668,0.023466666666666667,0.025183333333333332,0.021816666666666668,0.021016666666666666,0.019816666666666666,0.019416666666666665,0.019166666666666665,0.024083333333333335
3000,20,0.028633333333333334,0.0191,0.019283333333333333,0.018766666666666668,0.021483333333333333,0.027116666666666667,0.0211,0.02045,0.0215,0.020416666666666666,0.056016666666666666,0.02415,0.026433333333333333,0.0229,0.0248,0.028516666666666666,0.027616666666666668,0.028033333333333334,0.026366666666666667,0.0304,0.0268,0.026983333333333335,0.026033333333333332,0.026566666666666666,0.028866666666666665,0.028583333333333332,0.025416666666666667,0.023966666666666667,0.026833333333333334,0.02535,0.026216666666666666,0.024216666666666668,0.022816666666666666,0.024083333333333335,0.0223,0.02115,0.018983333333333335,0.019133333333333332,0.02025,0.022366666666666667
3000,20,0.02785,0.0195,0.01865,0.020483333333333333,0.021266666666666666,0.028566666666666667,0.020266666666666665,0.02195,0.0206,0.02,0.055,0.025116666666666666,0.024283333333333334,0.022516666666666667,0.02505,0.0289,0.025883333333333335,0.028033333333333334,0.0277,0.028983333333333333,0.026266666666666667,0.026583333333333334,0.025616666666666666,0.026916666666666665,0.030433333333333333,0.027883333333333333,0.02575,0.024566666666666667,0.025883333333333335,0.0249,0.025066666666666668,0.024916666666666667,0.02255,0.025133333333333334,0.022816666666666666,0.020166666666666666,0.020483333333333333,0.021,0.0191,0.023366666666666668
3000,20,0.028283333333333334,0.019383333333333332,0.019466666666666667,0.019683333333333334,0.021033333333333334,0.028416666666666666,0.0218,0.020283333333333334,0.020466666666666668,0.020633333333333333,0.05385,0.026216666666666666,0.024816666666666667,0.023033333333333333,0.02495,0.0293,0.02685,0.027983333333333332,0.026816666666666666,0.028233333333333333,0.026733333333333335,0.027416666666666666,0.025866666666666666,0.0268,0.029916666666666668,0.0282,0.02435,0.02425,0.026833333333333334,0.024683333333333335,0.024066666666666667,0.0246,0.0235,0.024566666666666667,0.022116666666666666,0.0207,0.020083333333333335,0.02,0.019566666666666666,0.02425
3000,20,0.02725,0.018583333333333334,0.0196,0.019583333333333335,0.0212,0.026966666666666667,0.0208,0.020233333333333332,0.021266666666666666,0.020533333333333334,0.055233333333333336,0.026133333333333335,0.02405,0.02315,0.026166666666666668,0.029066666666666668,0.026866666666666667,0.027433333333333334,0.0277,0.0283,0.027116666666666667,0.027483333333333332,0.025916666666666668,0.025216666666666665,0.029733333333333334,0.028783333333333334,0.026183333333333333,0.02505,0.027216666666666667,0.024366666666666665,0.025716666666666665,0.024533333333333334,0.0229,0.0243,0.022366666666666667,0.020266666666666665,0.02085,0.0195,0.01915,0.023233333333333335
